state_abbr,geo_fips,geo_level,geo_name,metric_name,group_name,num,denom,est,lci,uci,data_period,period_type,source_name,data_indicator,agg_indicator,version,suggested_citation
ID,16,state,Idaho,Diabetes,Total,-999.0,-999.0,9.8,9.0,10.5,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
IL,17,state,Illinois,Diabetes,Total,-999.0,-999.0,12.2,11.2,13.3,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
IN,18,state,Indiana,Diabetes,Total,-999.0,-999.0,13.2,12.6,13.8,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
KS,20,state,Kansas,Diabetes,Total,-999.0,-999.0,11.4,10.7,12.1,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
LA,22,state,Louisiana,Diabetes,Total,-999.0,-999.0,16.1,15.0,17.1,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
MA,25,state,Massachusetts,Diabetes,Total,-999.0,-999.0,9.8,9.0,10.6,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
MD,24,state,Maryland,Diabetes,Total,-999.0,-999.0,12.2,11.6,12.9,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
ME,23,state,Maine,Diabetes,Total,-999.0,-999.0,11.4,10.8,12.0,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
MI,26,state,Michigan,Diabetes,Total,-999.0,-999.0,12.4,11.7,13.1,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
MN,27,state,Minnesota,Diabetes,Total,-999.0,-999.0,10.5,9.8,11.1,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
MO,29,state,Missouri,Diabetes,Total,-999.0,-999.0,12.3,11.5,13.2,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
MS,28,state,Mississippi,Diabetes,Total,-999.0,-999.0,17.0,15.6,18.3,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
MT,30,state,Montana,Diabetes,Total,-999.0,-999.0,9.4,8.8,10.1,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
NC,37,state,North Carolina,Diabetes,Total,-999.0,-999.0,12.4,11.2,13.6,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
ND,38,state,North Dakota,Diabetes,Total,-999.0,-999.0,9.5,8.8,10.2,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
NE,31,state,Nebraska,Diabetes,Total,-999.0,-999.0,10.6,10.0,11.1,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
NH,33,state,New Hampshire,Diabetes,Total,-999.0,-999.0,9.8,9.0,10.5,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
NJ,34,state,New Jersey,Diabetes,Total,-999.0,-999.0,10.5,9.8,11.2,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
NM,35,state,New Mexico,Diabetes,Total,-999.0,-999.0,12.5,11.0,14.0,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
NV,32,state,Nevada,Diabetes,Total,-999.0,-999.0,11.9,10.1,13.7,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
NY,36,state,New York,Diabetes,Total,-999.0,-999.0,10.6,10.0,11.2,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
OH,39,state,Ohio,Diabetes,Total,-999.0,-999.0,13.2,12.6,13.8,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
OK,40,state,Oklahoma,Diabetes,Total,-999.0,-999.0,12.4,11.7,13.2,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
OR,41,state,Oregon,Diabetes,Total,-999.0,-999.0,10.9,10.0,11.7,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
RI,44,state,Rhode Island,Diabetes,Total,-999.0,-999.0,11.8,10.8,12.7,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
SC,45,state,South Carolina,Diabetes,Total,-999.0,-999.0,14.9,14.2,15.7,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
SD,46,state,South Dakota,Diabetes,Total,-999.0,-999.0,11.8,10.1,13.4,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
TN,47,state,Tennessee,Diabetes,Total,-999.0,-999.0,14.5,13.5,15.6,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
TX,48,state,Texas,Diabetes,Total,-999.0,-999.0,12.7,11.7,13.7,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
UT,49,state,Utah,Diabetes,Total,-999.0,-999.0,7.8,7.3,8.3,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
VA,51,state,Virginia,Diabetes,Total,-999.0,-999.0,11.8,11.0,12.7,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
VT,50,state,Vermont,Diabetes,Total,-999.0,-999.0,9.3,8.4,10.2,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
WA,53,state,Washington,Diabetes,Total,-999.0,-999.0,9.6,9.2,10.0,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
WI,55,state,Wisconsin,Diabetes,Total,-999.0,-999.0,11.3,10.7,11.8,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
WV,54,state,West Virginia,Diabetes,Total,-999.0,-999.0,18.2,17.1,19.3,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
WY,56,state,Wyoming,Diabetes,Total,-999.0,-999.0,10.8,9.9,11.6,2023,1 year estimate,Behavioral Risk Factor Surveillance System,,,04-06-2026,
KY,21,state,Kentucky,Diabetes,Total,-999.0,-999.0,,,,2023,1 year estimate,Behavioral Risk Factor Surveillance System,missing_1,,04-06-2026,
PA,42,state,Pennsylvania,Diabetes,Total,-999.0,-999.0,,,,2023,1 year estimate,Behavioral Risk Factor Surveillance System,missing_1,,04-06-2026,
